Name,Age,Height,Weight,Position,Apps,Total minutes,Scored goals,Assists,Total shots,Shots on goal,Duels total,Duels won,Dribble attempts,Dribbles succ.,Total duels,Total passes,Key passes,Tackles,Blocks,Interceptions,Total saves,Goals conceded,Fouls drawn,Fouls committed,Yellow cards,Red cards for 2nd yellow,Straight red cards,Penalties won,Penalties scored,Penalties missed,Penalties committed,Penalties saved
M. Barrow,24,183 cm,77 kg,Attacker,26.0,1176.0,2.0,2.0,23.0,10.0,118.0,57.0,39.0,17.0,118.0,472.0,20.0,19.0,,3.0,,0.0,12.0,12.0,1.0,0.0,0.0,,0.0,0.0,,
O. Colley,30,192 cm,88 kg,Defender,19.0,787.0,0.0,,3.0,,71.0,32.0,4.0,3.0,71.0,535.0,,15.0,5.0,16.0,,0.0,2.0,8.0,2.0,0.0,0.0,,0.0,0.0,,
W. Singo,22,182 cm,79 kg,Midfielder,35.0,3021.0,1.0,1.0,14.0,3.0,350.0,180.0,16.0,12.0,350.0,2162.0,19.0,80.0,9.0,69.0,,0.0,23.0,65.0,8.0,0.0,1.0,,0.0,0.0,,
Iago Falqué,32,174 cm,69 kg,Attacker,16.0,874.0,3.0,2.0,20.0,13.0,79.0,35.0,7.0,3.0,79.0,211.0,11.0,2.0,1.0,3.0,,0.0,18.0,12.0,1.0,0.0,0.0,,1.0,0.0,,
C. Kouamé,25,188 cm,70 kg,Attacker,27.0,1227.0,6.0,,15.0,12.0,102.0,46.0,29.0,15.0,102.0,311.0,28.0,5.0,5.0,2.0,,0.0,23.0,8.0,1.0,0.0,0.0,,0.0,0.0,,
Augustus Kargbo,23,172 cm,68 kg,Attacker,26.0,1347.0,8.0,2.0,38.0,18.0,206.0,93.0,22.0,16.0,206.0,339.0,16.0,19.0,4.0,9.0,,0.0,17.0,32.0,1.0,0.0,0.0,,2.0,0.0,,
G. Brugman,30,178 cm,75 kg,Attacker,0.0,0.0,0.0,2.0,38.0,18.0,206.0,93.0,22.0,16.0,206.0,339.0,16.0,19.0,4.0,9.0,,0.0,17.0,32.0,0.0,0.0,0.0,,2.0,0.0,,
A. Anderson,23,180 cm,78 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
E. Darboe,21,,,Attacker,32.0,2018.0,11.0,9.0,49.0,24.0,270.0,117.0,41.0,23.0,270.0,574.0,40.0,17.0,2.0,5.0,,0.0,44.0,37.0,3.0,0.0,1.0,,1.0,0.0,,
Lucas  Pezzini Leiva,35,179 cm,74 kg,Defender,32.0,2779.0,3.0,,12.0,6.0,216.0,113.0,9.0,6.0,216.0,2160.0,9.0,48.0,19.0,30.0,,0.0,27.0,34.0,1.0,0.0,0.0,,0.0,0.0,,
Ragnar Klavan,37,187 cm,85 kg,Midfielder,33.0,2585.0,2.0,6.0,12.0,4.0,220.0,98.0,12.0,10.0,220.0,2200.0,46.0,54.0,17.0,40.0,,0.0,13.0,34.0,8.0,1.0,0.0,,0.0,0.0,,
Përparim Hetemaj,36,179 cm,76 kg,Midfielder,32.0,1800.0,4.0,4.0,28.0,10.0,136.0,63.0,18.0,7.0,136.0,609.0,30.0,22.0,4.0,19.0,,0.0,2.0,13.0,3.0,0.0,0.0,,0.0,0.0,,
Aleksejs Saveljevs,23,184 cm,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Sebastián Carlos Cristóforo Pepe,29,175 cm,68 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Wesley David de Oliveira Andrade,22,179 cm,66 kg,Goalkeeper,30.0,2677.0,0.0,1.0,,,9.0,9.0,1.0,1.0,9.0,883.0,1.0,,,3.0,71.0,32.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,2.0
Barragán,35,182 cm,76 kg,Goalkeeper,21.0,1816.0,0.0,,,,6.0,6.0,,,6.0,557.0,,2.0,,,59.0,28.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,1.0
J. Gnagnon,25,182 cm,89 kg,Midfielder,25.0,1112.0,6.0,2.0,17.0,12.0,139.0,63.0,28.0,11.0,139.0,662.0,17.0,26.0,1.0,8.0,,0.0,10.0,19.0,2.0,0.0,0.0,,0.0,0.0,,
José Jurado,34,173 cm,72 kg,Goalkeeper,28.0,2520.0,0.0,,,,13.0,9.0,,,13.0,787.0,,1.0,,,103.0,45.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,2.0
A. Fernández,35,177 cm,73 kg,Defender,24.0,1186.0,0.0,1.0,8.0,2.0,137.0,52.0,28.0,12.0,137.0,646.0,7.0,23.0,1.0,16.0,,0.0,8.0,23.0,3.0,0.0,0.0,,0.0,0.0,,
Jota Peleteiro,30,180 cm,70 kg,Midfielder,35.0,1918.0,4.0,3.0,16.0,7.0,288.0,116.0,72.0,43.0,288.0,700.0,53.0,33.0,,9.0,,0.0,29.0,41.0,7.0,0.0,0.0,,0.0,0.0,,
Tomás Tavares,21,184 cm,69 kg,Midfielder,34.0,1862.0,5.0,2.0,42.0,18.0,235.0,123.0,30.0,21.0,235.0,643.0,15.0,38.0,4.0,30.0,,0.0,44.0,45.0,7.0,1.0,0.0,,0.0,0.0,,
Rubén Iván Martínez Andrade,38,188 cm,79 kg,Midfielder,34.0,2772.0,7.0,3.0,31.0,17.0,361.0,141.0,43.0,28.0,361.0,1281.0,26.0,30.0,7.0,12.0,,0.0,17.0,60.0,5.0,0.0,1.0,,0.0,0.0,,
R. Azeez,29,169 cm,67 kg,Defender,27.0,1791.0,3.0,1.0,10.0,3.0,166.0,82.0,5.0,3.0,166.0,1065.0,1.0,23.0,16.0,41.0,,0.0,12.0,37.0,6.0,0.0,0.0,,0.0,0.0,,
Alberto Cifuentes Martínez,41,189 cm,80 kg,Midfielder,28.0,2344.0,7.0,2.0,46.0,20.0,479.0,249.0,60.0,32.0,479.0,903.0,18.0,67.0,3.0,28.0,,0.0,71.0,65.0,8.0,0.0,0.0,,4.0,0.0,,
Nino,41,169 cm,68 kg,Goalkeeper,36.0,3150.0,0.0,1.0,,,14.0,12.0,,,14.0,889.0,1.0,1.0,,1.0,87.0,55.0,5.0,1.0,0.0,0.0,1.0,,0.0,0.0,,2.0
Moyà,37,188 cm,83 kg,Midfielder,14.0,324.0,0.0,,8.0,5.0,55.0,33.0,13.0,5.0,55.0,117.0,9.0,8.0,,,,0.0,18.0,7.0,1.0,0.0,1.0,,0.0,0.0,,
Sergio Álvarez,35,180 cm,75 kg,Defender,11.0,763.0,0.0,,1.0,,82.0,39.0,16.0,7.0,82.0,320.0,2.0,12.0,1.0,15.0,,0.0,14.0,11.0,3.0,0.0,1.0,,0.0,0.0,,
David Juncà Reñé,29,175 cm,67 kg,Midfielder,15.0,140.0,0.0,,,,19.0,7.0,3.0,2.0,19.0,128.0,,1.0,1.0,,,0.0,2.0,5.0,2.0,0.0,0.0,,0.0,0.0,,
Pedro López,38,174 cm,72 kg,Defender,36.0,3207.0,2.0,1.0,24.0,11.0,275.0,155.0,4.0,2.0,275.0,1296.0,4.0,45.0,31.0,62.0,,0.0,21.0,32.0,8.0,1.0,0.0,,0.0,0.0,,
Sergio Mora,42,182 cm,73 kg,Attacker,32.0,1971.0,11.0,3.0,50.0,27.0,285.0,142.0,70.0,29.0,285.0,535.0,35.0,29.0,1.0,18.0,,0.0,69.0,33.0,6.0,0.0,0.0,,0.0,0.0,,
Unai Etxebarría,25,188 cm,78 kg,Defender,27.0,1666.0,0.0,2.0,14.0,2.0,143.0,87.0,20.0,13.0,143.0,1172.0,32.0,24.0,4.0,28.0,,0.0,41.0,17.0,4.0,0.0,0.0,,0.0,0.0,,
David Generelo,39,183 cm,82 kg,Midfielder,33.0,2576.0,3.0,1.0,31.0,16.0,215.0,126.0,34.0,28.0,215.0,2079.0,42.0,57.0,3.0,36.0,,0.0,26.0,11.0,1.0,0.0,0.0,,0.0,0.0,,
Juan José Garrancho Méndez,25,187 cm,,Midfielder,36.0,2546.0,8.0,10.0,45.0,25.0,226.0,125.0,95.0,58.0,226.0,1171.0,56.0,18.0,4.0,18.0,,0.0,45.0,12.0,2.0,0.0,0.0,,0.0,0.0,,
Iñaki Bea,43,185 cm,80 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Jorge Cofrades Escartín,21,,,Attacker,33.0,2803.0,29.0,3.0,118.0,69.0,248.0,128.0,95.0,58.0,248.0,987.0,37.0,6.0,3.0,5.0,,0.0,43.0,17.0,3.0,0.0,0.0,,6.0,2.0,,
Alberto Rodríguez,25,184 cm,72 kg,Defender,21.0,1080.0,1.0,1.0,9.0,5.0,123.0,66.0,12.0,9.0,123.0,487.0,9.0,32.0,5.0,25.0,,0.0,4.0,25.0,4.0,0.0,0.0,,0.0,0.0,,
Nacho Monreal,36,179 cm,72 kg,Goalkeeper,37.0,3330.0,0.0,,,,13.0,11.0,1.0,1.0,13.0,1080.0,,,,1.0,92.0,36.0,2.0,,1.0,0.0,0.0,,0.0,0.0,,4.0
I. Marcone,32,184 cm,90 kg,Defender,31.0,2606.0,1.0,,1.0,1.0,261.0,140.0,33.0,18.0,261.0,1213.0,8.0,66.0,20.0,42.0,,0.0,28.0,28.0,2.0,0.0,0.0,,0.0,0.0,,
D. Rodríguez,33,184 cm,77 kg,Midfielder,27.0,1837.0,1.0,,3.0,3.0,206.0,95.0,33.0,20.0,206.0,715.0,15.0,38.0,5.0,15.0,,0.0,29.0,31.0,5.0,0.0,0.0,,0.0,0.0,,
J. Sánchez,32,177 cm,78 kg,Midfielder,30.0,2319.0,2.0,3.0,23.0,7.0,275.0,130.0,63.0,37.0,275.0,775.0,26.0,34.0,3.0,49.0,,0.0,25.0,34.0,7.0,0.0,0.0,,0.0,0.0,,
C. Oliva,26,178 cm,77 kg,Attacker,12.0,471.0,1.0,2.0,7.0,5.0,73.0,34.0,25.0,13.0,73.0,165.0,8.0,2.0,,1.0,,0.0,16.0,11.0,3.0,0.0,0.0,,0.0,0.0,,
Iñigo Pérez,34,178 cm,74 kg,Midfielder,12.0,800.0,0.0,,2.0,,86.0,44.0,8.0,6.0,86.0,482.0,3.0,18.0,5.0,15.0,,0.0,8.0,17.0,2.0,0.0,0.0,,0.0,0.0,,
Cifuentes,32,174 cm,66 kg,Attacker,30.0,1932.0,6.0,6.0,36.0,20.0,252.0,116.0,65.0,40.0,252.0,460.0,27.0,13.0,,4.0,,0.0,21.0,28.0,5.0,0.0,0.0,,0.0,0.0,,
Nano,27,178 cm,77 kg,Midfielder,29.0,2062.0,10.0,2.0,32.0,19.0,144.0,57.0,21.0,12.0,144.0,1244.0,26.0,21.0,3.0,13.0,,0.0,11.0,32.0,4.0,0.0,0.0,,5.0,0.0,,
Bruno,32,185 cm,83 kg,Defender,32.0,2538.0,11.0,6.0,41.0,21.0,255.0,134.0,40.0,26.0,255.0,1381.0,29.0,46.0,7.0,41.0,,0.0,26.0,50.0,8.0,1.0,0.0,,0.0,0.0,,
Roberto Jiménez,36,192 cm,94 kg,Defender,30.0,1862.0,0.0,,13.0,4.0,203.0,99.0,9.0,7.0,203.0,874.0,5.0,42.0,18.0,28.0,,0.0,8.0,39.0,9.0,0.0,0.0,,0.0,0.0,,
F. Ferreyra,31,183 cm,79 kg,Defender,2.0,90.0,0.0,,,,6.0,3.0,,,6.0,29.0,,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,
Toño,33,179 cm,69 kg,Attacker,1.0,10.0,0.0,1.0,,,2.0,2.0,,,2.0,6.0,1.0,1.0,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
Luis Carlos Correia Pinto,37,171 cm,66 kg,Defender,28.0,2510.0,1.0,,10.0,4.0,265.0,172.0,17.0,16.0,265.0,1545.0,7.0,60.0,24.0,56.0,,0.0,28.0,31.0,3.0,0.0,0.0,,0.0,0.0,,
E. Mangala,31,188 cm,84 kg,Midfielder,8.0,279.0,1.0,1.0,6.0,3.0,21.0,7.0,2.0,1.0,21.0,124.0,4.0,1.0,1.0,4.0,,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
Kingsley Fobi,24,180 cm,,Attacker,38.0,2576.0,17.0,6.0,80.0,40.0,337.0,147.0,71.0,36.0,337.0,552.0,38.0,25.0,1.0,27.0,,0.0,61.0,64.0,5.0,0.0,0.0,,2.0,0.0,,
Gorka Zabarte Moreno,23,175 cm,74 kg,Defender,34.0,2918.0,1.0,4.0,15.0,2.0,221.0,134.0,25.0,22.0,221.0,2285.0,26.0,62.0,12.0,66.0,,0.0,20.0,25.0,6.0,0.0,0.0,,0.0,0.0,,
Luis Castillo Grau,22,,,Midfielder,33.0,2326.0,0.0,4.0,11.0,5.0,291.0,155.0,51.0,35.0,291.0,1815.0,29.0,63.0,12.0,47.0,,0.0,27.0,45.0,7.0,1.0,0.0,,0.0,0.0,,
Jonatan Carmona Álamo,21,175 cm,65 kg,Attacker,20.0,1137.0,4.0,3.0,30.0,15.0,141.0,72.0,47.0,27.0,141.0,633.0,30.0,14.0,,1.0,,0.0,29.0,10.0,0.0,0.0,0.0,,0.0,0.0,,
Diego Vicente Bri Carrazoni,20,,,Attacker,30.0,1138.0,7.0,5.0,23.0,16.0,165.0,80.0,36.0,24.0,165.0,480.0,36.0,14.0,,7.0,,0.0,33.0,19.0,0.0,0.0,0.0,,0.0,1.0,,
F. Roncaglia,35,179 cm,76 kg,Attacker,28.0,1945.0,8.0,3.0,39.0,23.0,267.0,120.0,84.0,35.0,267.0,684.0,29.0,21.0,,7.0,,0.0,52.0,24.0,2.0,1.0,0.0,,1.0,0.0,,
P. Cutrone,24,183 cm,75 kg,Midfielder,11.0,511.0,0.0,1.0,,,47.0,29.0,,,47.0,338.0,2.0,12.0,6.0,7.0,,0.0,10.0,5.0,1.0,0.0,0.0,,0.0,0.0,,
Saturday Keigo Erimuya,24,190 cm,74 kg,Defender,32.0,2748.0,1.0,,12.0,2.0,209.0,118.0,1.0,1.0,209.0,1169.0,3.0,34.0,14.0,37.0,,0.0,17.0,33.0,5.0,0.0,0.0,,0.0,0.0,,
Jesús Rodríguez Ortuño,24,173 cm,65 kg,Midfielder,36.0,3204.0,9.0,9.0,59.0,22.0,490.0,294.0,182.0,122.0,490.0,1838.0,82.0,42.0,1.0,16.0,,0.0,125.0,33.0,4.0,1.0,1.0,,3.0,0.0,,
Luis Miguel Quezada Sánchez,26,171 cm,66 kg,Defender,31.0,2719.0,2.0,,11.0,4.0,294.0,166.0,25.0,15.0,294.0,1510.0,8.0,47.0,19.0,54.0,,0.0,13.0,31.0,4.0,0.0,0.0,,0.0,0.0,,
Álex Blanco,24,175 cm,70 kg,Defender,29.0,1820.0,2.0,5.0,11.0,6.0,126.0,62.0,21.0,15.0,126.0,740.0,22.0,25.0,4.0,21.0,,0.0,11.0,16.0,1.0,0.0,0.0,,0.0,0.0,,
Jorge Ruiz Ojeda,27,188 cm,88 kg,Defender,32.0,2269.0,1.0,2.0,7.0,1.0,135.0,88.0,6.0,5.0,135.0,1201.0,7.0,17.0,34.0,57.0,,0.0,20.0,16.0,5.0,0.0,0.0,,0.0,0.0,,
David Alba Fernández,23,186 cm,81 kg,Defender,30.0,2402.0,0.0,1.0,11.0,4.0,299.0,170.0,24.0,16.0,299.0,1700.0,13.0,59.0,17.0,68.0,,0.0,30.0,53.0,6.0,1.0,0.0,,0.0,0.0,,
Juan Ignacio Brunet Bordin,24,190 cm,78 kg,Midfielder,10.0,672.0,4.0,2.0,22.0,12.0,71.0,37.0,22.0,15.0,71.0,400.0,19.0,3.0,1.0,1.0,,0.0,19.0,10.0,0.0,0.0,0.0,,0.0,0.0,,
Aritz Castro Pérez,24,187 cm,84 kg,Defender,33.0,2936.0,5.0,,24.0,9.0,293.0,169.0,12.0,6.0,293.0,1655.0,8.0,51.0,21.0,70.0,,0.0,16.0,30.0,2.0,0.0,0.0,,0.0,0.0,,
Ignacio Pastor Alemañ,22,186 cm,80 kg,Defender,31.0,2546.0,2.0,2.0,12.0,7.0,368.0,214.0,14.0,7.0,368.0,1309.0,9.0,63.0,13.0,96.0,,0.0,32.0,70.0,10.0,0.0,0.0,,0.0,0.0,,
Vicente Esquerdo Santas,23,182 cm,75 kg,Attacker,31.0,1674.0,8.0,1.0,28.0,17.0,301.0,109.0,33.0,14.0,301.0,467.0,20.0,28.0,2.0,6.0,,0.0,21.0,39.0,1.0,0.0,0.0,,0.0,0.0,,
Enrique Ríos Vega,22,187 cm,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Adrián González Moyano,22,189 cm,,Defender,26.0,2211.0,0.0,,8.0,2.0,192.0,104.0,22.0,19.0,192.0,1762.0,5.0,36.0,26.0,29.0,,0.0,9.0,29.0,9.0,1.0,0.0,,0.0,0.0,,
Marc Baró Ortiz,23,180 cm,72 kg,Midfielder,18.0,654.0,1.0,,7.0,4.0,55.0,25.0,5.0,5.0,55.0,466.0,1.0,13.0,2.0,12.0,,0.0,4.0,17.0,3.0,1.0,0.0,,0.0,0.0,,
Luis Enrique Carrasco Acosta,24,,,Attacker,35.0,2872.0,19.0,7.0,104.0,48.0,274.0,132.0,105.0,65.0,274.0,1703.0,64.0,26.0,1.0,37.0,,0.0,39.0,9.0,2.0,0.0,1.0,,7.0,1.0,,
Stephane Paul Keller,21,,,Defender,17.0,1387.0,0.0,1.0,5.0,,103.0,55.0,4.0,2.0,103.0,1106.0,2.0,12.0,13.0,27.0,,0.0,15.0,19.0,4.0,0.0,0.0,,0.0,0.0,,
Jesús Sánchez Martínez,21,,,Midfielder,30.0,2180.0,2.0,10.0,13.0,7.0,290.0,165.0,68.0,45.0,290.0,1482.0,61.0,43.0,2.0,43.0,,0.0,65.0,33.0,9.0,0.0,1.0,,1.0,0.0,,
Álvaro Bastida Moya,18,170 cm,,Attacker,27.0,959.0,0.0,2.0,11.0,6.0,111.0,54.0,32.0,22.0,111.0,473.0,25.0,9.0,2.0,14.0,,0.0,17.0,13.0,3.0,0.0,0.0,,0.0,0.0,,
Eneko Ortiz Díaz,19,,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Jokin Ezkieta,26,193 cm,82 kg,Defender,23.0,1811.0,0.0,,7.0,2.0,174.0,101.0,22.0,17.0,174.0,1132.0,3.0,22.0,18.0,54.0,,0.0,17.0,16.0,2.0,0.0,0.0,,0.0,0.0,,
Hernâni,31,180 cm,70 kg,Midfielder,36.0,2860.0,1.0,1.0,13.0,4.0,375.0,196.0,50.0,36.0,375.0,1336.0,14.0,68.0,7.0,31.0,,0.0,44.0,72.0,9.0,1.0,0.0,,0.0,0.0,,
Ferro,25,191 cm,83 kg,Attacker,15.0,771.0,2.0,,17.0,6.0,152.0,51.0,24.0,9.0,152.0,131.0,5.0,9.0,,2.0,,0.0,19.0,24.0,1.0,0.0,0.0,,0.0,0.0,,
K. Gameiro,35,172 cm,70 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
R. Mori,31,186 cm,79 kg,Defender,18.0,1359.0,1.0,,3.0,1.0,127.0,69.0,5.0,4.0,127.0,720.0,2.0,14.0,14.0,33.0,,0.0,25.0,15.0,5.0,0.0,0.0,,0.0,0.0,,
Germán Sánchez,36,187 cm,82 kg,Defender,23.0,1726.0,1.0,,3.0,2.0,167.0,93.0,8.0,4.0,167.0,1017.0,6.0,43.0,14.0,44.0,,0.0,26.0,23.0,6.0,0.0,0.0,,1.0,0.0,,
Javi Ontiveros,25,170 cm,75 kg,Attacker,37.0,2574.0,8.0,2.0,51.0,29.0,331.0,140.0,22.0,16.0,331.0,457.0,33.0,22.0,3.0,5.0,,0.0,68.0,48.0,2.0,0.0,0.0,,0.0,1.0,,
Jorge Pombo,28,177 cm,76 kg,Attacker,1.0,0.0,0.0,,,,,,,,,2.0,1.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Iñigo Córdoba,25,180 cm,76 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Iñigo Vicente,24,178 cm,67 kg,Defender,11.0,294.0,0.0,,3.0,,29.0,12.0,6.0,2.0,29.0,181.0,4.0,4.0,,7.0,,0.0,1.0,4.0,1.0,0.0,0.0,,0.0,0.0,,
Ximo Navarro,32,176 cm,75 kg,Attacker,1.0,13.0,0.0,,,,6.0,3.0,2.0,,6.0,10.0,1.0,,,,,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,,
J. Guidetti,30,185 cm,79 kg,Defender,13.0,725.0,1.0,1.0,3.0,1.0,62.0,34.0,4.0,3.0,62.0,452.0,6.0,18.0,3.0,19.0,,0.0,2.0,9.0,1.0,0.0,0.0,,0.0,0.0,,
Fabián Orellana,36,170 cm,64 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
D. Siovas,34,192 cm,83 kg,Defender,37.0,2671.0,7.0,8.0,31.0,16.0,267.0,138.0,64.0,33.0,267.0,1211.0,37.0,53.0,1.0,22.0,,0.0,36.0,31.0,6.0,0.0,0.0,,0.0,0.0,,
Alfon González,23,172 cm,60 kg,Midfielder,31.0,2444.0,0.0,,7.0,3.0,334.0,149.0,72.0,48.0,334.0,1355.0,13.0,39.0,5.0,23.0,,0.0,44.0,59.0,7.0,0.0,0.0,,0.0,0.0,,
J. Holsgrove,23,,,Midfielder,23.0,1144.0,1.0,1.0,16.0,3.0,149.0,64.0,5.0,3.0,149.0,739.0,10.0,27.0,3.0,29.0,,0.0,15.0,28.0,3.0,0.0,0.0,,0.0,0.0,,
Sergio Carreira,22,170 cm,70 kg,Goalkeeper,16.0,1440.0,0.0,1.0,,,12.0,10.0,,,12.0,494.0,2.0,,,,30.0,12.0,3.0,1.0,2.0,0.0,0.0,,0.0,0.0,,1.0
Miguel Baeza,22,177 cm,67 kg,Midfielder,15.0,1209.0,4.0,,4.0,,73.0,34.0,30.0,19.0,73.0,111.0,8.0,3.0,,3.0,,0.0,9.0,3.0,1.0,0.0,0.0,,0.0,0.0,,
Sergio Lozano,23,175 cm,70 kg,Midfielder,7.0,307.0,0.0,,4.0,,73.0,34.0,30.0,19.0,73.0,111.0,8.0,3.0,,3.0,,0.0,9.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
Antonio Zarzana,20,177 cm,,Defender,30.0,2301.0,0.0,,7.0,3.0,152.0,86.0,3.0,2.0,152.0,1551.0,5.0,31.0,13.0,23.0,,0.0,12.0,21.0,5.0,0.0,0.0,,0.0,0.0,,
Rafinha,30,174 cm,71 kg,Defender,29.0,2241.0,2.0,2.0,14.0,6.0,151.0,74.0,8.0,3.0,151.0,917.0,10.0,28.0,14.0,14.0,,0.0,18.0,19.0,4.0,0.0,0.0,,0.0,0.0,,
D. Cheryshev,32,179 cm,74 kg,Midfielder,2.0,40.0,0.0,,,,5.0,1.0,,,5.0,21.0,1.0,1.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
F. Vázquez,33,187 cm,82 kg,Midfielder,37.0,3230.0,13.0,4.0,36.0,21.0,365.0,192.0,54.0,43.0,365.0,1994.0,31.0,53.0,15.0,46.0,,0.0,40.0,65.0,8.0,0.0,0.0,,11.0,2.0,,
Trincão,23,183 cm,77 kg,Midfielder,31.0,1998.0,1.0,3.0,10.0,3.0,171.0,102.0,15.0,11.0,171.0,1068.0,21.0,41.0,10.0,41.0,,0.0,22.0,23.0,8.0,0.0,0.0,,0.0,0.0,,
Oier Sanjurjo Mate,36,178 cm,72 kg,Midfielder,21.0,1336.0,0.0,2.0,7.0,1.0,188.0,109.0,36.0,29.0,188.0,966.0,5.0,39.0,1.0,20.0,,0.0,30.0,20.0,4.0,0.0,0.0,,0.0,0.0,,
José Luis García del Pozo,31,183 cm,74 kg,Attacker,38.0,2933.0,8.0,8.0,65.0,39.0,305.0,115.0,71.0,34.0,305.0,1001.0,60.0,26.0,2.0,11.0,,0.0,32.0,17.0,0.0,0.0,0.0,,0.0,1.0,,
Rúben Vezo,28,182 cm,80 kg,Defender,29.0,2590.0,2.0,,11.0,3.0,211.0,126.0,3.0,2.0,211.0,1350.0,2.0,28.0,29.0,68.0,,0.0,23.0,34.0,6.0,0.0,0.0,,0.0,0.0,,
Postigo,34,184 cm,78 kg,Defender,28.0,1854.0,1.0,2.0,6.0,1.0,301.0,181.0,90.0,52.0,301.0,715.0,24.0,29.0,3.0,29.0,,0.0,50.0,27.0,3.0,1.0,0.0,,0.0,0.0,,
Róber Pier,27,182 cm,74 kg,Attacker,11.0,355.0,1.0,1.0,4.0,1.0,41.0,15.0,17.0,7.0,41.0,180.0,13.0,4.0,1.0,,,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,,
Pere Pons Riera,29,177 cm,70 kg,Attacker,0.0,0.0,0.0,1.0,4.0,1.0,41.0,15.0,17.0,7.0,41.0,180.0,13.0,4.0,1.0,,,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,,
Aleksandar Jovanović,30,192 cm,86 kg,Attacker,33.0,978.0,1.0,1.0,14.0,6.0,219.0,95.0,27.0,16.0,219.0,315.0,12.0,9.0,1.0,5.0,,0.0,32.0,25.0,4.0,0.0,0.0,,0.0,0.0,,
Diego Pampín,22,173 cm,,Attacker,1.0,32.0,0.0,,,,6.0,2.0,2.0,1.0,6.0,7.0,,,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
Pablo Martínez,24,182 cm,74 kg,Midfielder,26.0,1625.0,1.0,1.0,13.0,8.0,158.0,81.0,19.0,16.0,158.0,1039.0,26.0,35.0,4.0,45.0,,0.0,22.0,27.0,7.0,0.0,0.0,,0.0,0.0,,
B. Adekanye,23,175 cm,66 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Son,28,178 cm,72 kg,Midfielder,5.0,326.0,0.0,,1.0,,28.0,13.0,4.0,3.0,28.0,262.0,2.0,5.0,,8.0,,0.0,3.0,3.0,2.0,0.0,0.0,,0.0,0.0,,
Germán Valera,20,170 cm,68 kg,Midfielder,32.0,2155.0,0.0,,10.0,3.0,310.0,148.0,14.0,9.0,310.0,1462.0,7.0,68.0,,57.0,,0.0,24.0,47.0,10.0,0.0,0.0,,0.0,0.0,,
Moha,22,169 cm,67 kg,Defender,15.0,767.0,0.0,,3.0,1.0,54.0,28.0,,,54.0,396.0,1.0,15.0,4.0,8.0,,0.0,1.0,8.0,1.0,0.0,0.0,,0.0,0.0,,
Asier Córdoba Querejeta,22,184 cm,70 kg,Midfielder,31.0,2221.0,0.0,2.0,10.0,3.0,297.0,154.0,34.0,18.0,297.0,814.0,15.0,44.0,5.0,23.0,,0.0,78.0,41.0,5.0,0.0,0.0,,0.0,0.0,,
Arnau Fàbrega Mañas,22,188 cm,68 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
E. Sevikyan,21,173 cm,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Soldado,37,180 cm,74 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Iborra,34,190 cm,80 kg,Defender,27.0,2238.0,0.0,3.0,5.0,,171.0,96.0,15.0,10.0,171.0,1110.0,10.0,28.0,8.0,32.0,,0.0,25.0,35.0,8.0,0.0,0.0,,0.0,0.0,,
